file_hash,label,vexir_0,vexir_1,vexir_2,vexir_3,vexir_4,vexir_5,vexir_6,vexir_7
d7a0453822a445c250b21101ab90d4dac72e176bbe1c6e7dbdbb0694d1db50d0,1,1.2803526985485605,0.6248007469162953,-1.1085049246652325,1.9033142432080958,-0.06259124506416014,-2.767967535971792,1.726552762563424,0.19201424469016215
b02c33fe254975bb5829dca0b953a65ff295384063f0072ec27f0e22651eb332,1,-0.026899766502389344,2.7893219828395703,3.1663947579281992,-3.9087120266269,2.6266687377242177,6.307724214760266,-2.684953994088247,-0.1686341885639866
f20d16951c4de51e9b687e086314910db2e13bbf5b8d113c580ad73bf23d6878,1,-2.687587277757303,-0.6661290057785094,-0.5832440210226464,-1.5757879051636612,-0.814263575077876,-2.338222840691381,-0.6754129725303156,-0.7302004583427847
249ebffe7b3a5e15638c95627316e43aa24d4f09b04d520a3d25c103e5168f82,1,-4.556953396228944,2.2209495383624374,-3.7434187366731604,-1.4313412001476458,2.1410532147382924,1.0146443022872118,1.255322870752307,-1.0448930806314713
2e4ea96a8fe1da2bdcf8d33b6f047f52da528f06a7c5607fbf2556f875ae5920,1,3.3528043802245624,-1.18257821755299,-2.612034000575709,-2.3165971452863814,0.9654808085045252,-0.1888056308199298,-1.1889249214344573,1.1154900692408158
96448a78292595053bef9466a320adfedf023012c0e97bf58784c9788b8216da,1,4.646885930568947,-4.407018364757597,-1.6329515701790815,-1.8321364278456798,3.3748461668699727,1.4687841206237782,-0.7156213590877212,-0.08551067502694865
23bf879effb670573dc4e0ce3f5b3240c2304d63cdfe6e5bfefbdace495842c0,1,-0.1108319689261859,-1.1985703561519956,2.0387159904319017,2.03382173831878,5.699525839672551,1.1861869977034065,-3.9023578899491755,2.7370676947328803
041f1d16a2b247c99d391daf00570ab9b389d3df0b1a1b41221cb7d369206c52,1,-4.011782900341716,2.261530182313101,6.952729511179393,-0.9911970930420287,0.29805832427468354,-1.59197971097484,-2.0409647299119564,-1.5178988094649228
d4feb844059de8fa0a7cab031b57fd4eb68f3384eb326ff947520f487992baa0,1,4.477798449876657,-0.3152682999799181,-1.326160520924372,-0.4560422865401562,-2.0310880500579658,2.596597189913969,-2.591391273611627,0.9948390855740837
6f06fa082e6f50d84cc645f4c7197f0642b250d970ea798928e4ee3ec82452dc,1,2.3324426427525244,0.15024883651780402,-5.1836612581878105,2.7004853515641156,6.392181568897689,1.2529070484503713,2.364022202164588,-2.123541970194862
